ticker,name,div_yld,eps,pe,1y_est,52wk_low,52wk_high,avg_vol,beta,mktcap,px,div,ev,trail_pe,fwd_pe,peg,px2sales,px2book,ev2rev,ev2ebitda,ebitda_b,ni_b,q_earnings_gr,q_rev_gr,roa,roe,rev_b,_5y_div_yld,bv_per_sh,cash_b,cash_per_sh,curr_ratio,debt_b,debt_to_eq,fcf_b,fwd_div,fwd_div_yld,gross_profit_b,insiders,institution,op_cf_b,oper_margin,payout_ratio,profit_margin,rev_sh,sh_float,sh_short,shares_out,short_ratio,short_to_float,short_to_out,address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,sector,audit,board,sh_holdr_rgts,comp,env_risk,esg_score,gov_risk,social_risk,dt_add,founded,hq,name_y,sector_y,sub_industry,perf_1y
ALLE,Allegion plc ,,3.24,36.77,118.22,77.37,139.24,659274,1.13,10.963,119.11,,11.47B,35.12,23.42,3.5,3.91,12.71,4.23,23.41,0.6106,0.3017,11.60%,-2.70%,11.55%,39.86%,2.71,0.87,8.94,0.4289,4.66,2.29,1.52,184.37,0.36409,,,1.25,0.36%,98.93%,0.4982,20.07%,37.96%,11.12%,29.3,91.62M,2.55M,92.04M,3.97,3.54%,2.77%,"Iveagh Court,Block D Harcourt Road,Dublin 2,Ireland",11000,1958,Mr. David D. Petratis,,"Chairman, CEO & Pres",1963,Mr. Patrick S. Shannon,,CFO & Sr. VP,1960,Mr. Jeffrey N. Braun,,"Sr. VP, Sec. & Gen. Counsel",The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 8; Compensation: 4.,Security & Protection Services,Industrials,2,9,8,4,11.1,22,6.6,4.2,12/2/2013,1908,"Dublin, Ireland",Allegion,Industrials,Building Products,-11.98%
LNT,Alliant Energy Corporation ,3.31,2.69,18.13,57.11,37.66,60.28,1191427,0.33,12.166,48.71,1.61,19.22B,18.54,19.27,3.41,3.52,2.17,5.53,12.67,1.35,0.6612,8.80%,-7.10%,2.78%,11.94%,3.48,2.97,22.86,0.189,0.76,0.8,7,118.51,-0.76017,1.61,3.31%,1.46,0.12%,75.70%,0.5874,21.75%,55.78%,19.01%,14.13,249.35M,2.78M,249.76M,2.27,1.27%,1.11%,"4902 North Biltmore Lane,Madison, WI 53718,United States",3597,1964,Mr. John O. Larsen,2.08,"Chairman, CEO & Pres",1971,Mr. Robert J. Durian,1.08,Exec. VP & CFO,1960,Mr. Terry L. Kouba,0.52477,Pres of Iowa Energy & Sr. VP of Operations,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 7; Compensation: 6.,Utilities—Regulated Electric,Utilities,1,4,7,6,14.7,28,6.3,7.4,7/1/2016,1917,"Madison, Wisconsin",Alliant Energy Corp,Utilities,Electric Utilities,-19.74%
ALL,The Allstate Corporation ,2.07,17.31,6.04,125.14,64.13,125.92,1795020,0.83,31.782,104.48,2.16,41.20B,6.04,8.49,1.81,0.74,1.13,0.92,,8.2,5.46,48.00%,4.80%,3.83%,19.84%,44.79,1.85,92.92,8.18,26.9,0.55,7.82,25.9,,2.16,2.07%,14.28,0.43%,80.53%,,16.82%,12.48%,12.45%,143.74,302.33M,3.98M,304.19M,2.39,1.31%,1.31%,"2775 Sanders Road,Northbrook, IL 60062-6127,United States",,1958,Mr. Thomas Joseph Wilson II,6.19,"Pres, CEO & Director",1968,Mr. Mario  Rizzo,1.79,Exec. VP & CFO,1962,Mr. Dogan  Civgin,2.27,Pres of Service Bus.es & CEO of Protection Products and Services- AIC & Vice Chairman,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 1; Compensation: 3.,Insurance—Property & Casualty,Financial Services,1,4,1,3,1.6,23,12.7,8.7,7/13/1995,1931,"Northfield Township, Illinois",Allstate Corp,Financials,Property & Casualty Insurance,-15.99%
GOOGL,Alphabet Inc. ,,58.61,35.64,2283.14,1008.87,2115,1667541,0.99,1410,2088.75,,1.30T,35.6,33.78,1.63,8.38,6.32,7.12,20.99,54.9,40.27,42.70%,23.50%,8.65%,19.00%,182.53,,329.59,136.69,202.77,3.07,27.87,12.52,35.91,,,97.8,0.12%,80.25%,65.12,22.58%,0.00%,22.06%,268.1,607.45M,2.85M,300.64M,1.47,0.95%,0.42%,"1600 Amphitheatre Parkway,Mountain View, CA 94043,United States",135301,1973,Mr. Sundar  Pichai,4.01,CEO & Director,1973,Mr. Lawrence Edward Page,1,Co-Founder & Director,1974,Mr. Sergey  Brin,1,Co-Founder & Director,The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 10; Compensation: 10.,Internet Content & Information,Communication Services,2,4,10,10,0.5,23,12.5,9.9,4/3/2014,1998,"Mountain View, California",Alphabet Inc.,Communication Services,Interactive Media & Services,37.88%
GOOG,Alphabet Inc. ,,58.61,35.76,2198.33,1013.54,2123.55,1572866,0.99,1410,2095.89,,1.30T,35.75,33.9,1.64,8.42,6.35,7.12,20.99,54.9,40.27,42.70%,23.50%,8.65%,19.00%,182.53,,329.59,136.69,202.77,3.07,27.87,12.52,35.91,,,97.8,5.86%,68.10%,65.12,22.58%,0.00%,22.06%,268.1,607.45M,2.53M,329.87M,1.51,,0.37%,"1600 Amphitheatre Parkway,Mountain View, CA 94043,United States",135301,1973,Mr. Sundar  Pichai,4.01,CEO & Director,1973,Mr. Lawrence Edward Page,1,Co-Founder & Director,1974,Mr. Sergey  Brin,1,Co-Founder & Director,The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 10; Compensation: 10.,Internet Content & Information,Communication Services,2,4,10,10,,,,,4/3/2006,1998,"Mountain View, California",Alphabet Inc.,Communication Services,Interactive Media & Services,38.46%
MO,"Altria Group, Inc. ",7.9,2.4,18.05,48.87,30.95,46.22,8991051,0.62,80.488,43.31,3.44,103.45B,17.7,9.25,6.43,3.79,27.8,4.96,12.36,11.77,4.47,,5.30%,14.89%,95.56%,20.84,5.38,1.57,4.94,2.66,0.79,29.47,993.96,,3.44,7.90%,13.49,0.11%,63.10%,,55.25%,141.67%,21.43%,11.21,1.86B,11.75M,1.86B,1.46,0.63%,0.63%,"6601 West Broad Street,Richmond, VA 23230,United States",,1970,Mr. William F. Gifford Jr.,,CEO & Director,1966,Mr. Salvatore  Mancuso,2.15,Exec. VP & CFO,1972,Mr. Jody L. Begley,2.02,Exec. VP & COO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 10.,Tobacco,Consumer Defensive,1,4,6,10,5.8,25,6.5,13,3/4/1957,1985,"Richmond, Virginia",Altria Group Inc,Consumer Staples,Tobacco,-4.02%
AMZN,"Amazon.com, Inc. ",,41.83,77.99,4002.71,1626.03,3552.25,3691633,1.14,1643,3262.13,,1.65T,78.57,64.1,1.56,4.34,17.72,4.29,32.4,48.15,21.33,121.00%,43.60%,5.24%,27.44%,386.06,,185.69,84.4,167.6,1.05,101.23,108.38,36.64,,,152.76,14.56%,58.66%,66.06,5.93%,0.00%,5.53%,772.13,429.33M,3.32M,500.89M,0.88,0.77%,0.66%,"410 Terry Avenue North,Seattle, WA 98109-5210,United States",1298000,1964,Mr. Jeffrey P. Bezos,1.68,"Founder, Chairman, Pres & CEO",1964,Mr. Brian T. Olsavsky,0.1632,Sr. VP & CFO,1968,Mr. Andrew R. Jassy,0.34881,Chief Exec. Officer of Amazon Web Services Inc.,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 2; Compensation: 9.,Internet Retail,Consumer Cyclical,1,9,2,9,5.1,27,9.8,12.5,11/18/2005,1994,"Seattle, Washington",Amazon.com Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,52.05%
AMCR,Amcor plc ,4.18,0.31,36.1,12.32,5.8,12.4,5858488,0.44,17.65,11.3,0.47,24.10B,23.31,15.75,,1.45,3.74,1.93,13.41,1.94,0.7765,17.70%,2.00%,5.06%,15.26%,12.48,,3.33,0.762,0.49,1.28,6.94,143.09,1.33,0.47,4.18%,2.54,0.21%,37.36%,1.48,10.89%,94.00%,6.23%,7.95,1.55B,32.17M,1.56B,5.24,2.07%,2.07%,"Thurgauerstrasse 34,Zurich 8050,Switzerland",47000,1971,"Mr. Ronald Stephen Delia B.Sc., MBA",5.58,"MD, CEO & Exec. Director",1971,"Mr. Michael  John Casamento BBus (Acct), GradCert Mktg, MBA, CPA",2.83,Exec. VP of Fin. & CFO,1958,Mr. Ian G. Wilson,2.24,Exec. VP of Strategy & Devel.,The pillar scores are Audit: 10; Board: 9; Shareholder Rights: 9; Compensation: 6.,Packaging & Containers,Consumer Cyclical,10,9,9,6,,,,,6/7/2019,2019 (1860),Warmley,Amcor plc,Materials,Paper Packaging,12.63%
AEE,Ameren Corporation ,2.84,3.42,21.2,85.39,58.74,87.66,1612203,0.25,17.937,72.56,2.06,28.95B,21.47,19.49,2.6,3.15,2.14,5.01,11.28,2.45,0.85,0.80%,-1.60%,2.91%,10.17%,5.53,2.88,34.34,0.006,0.02,0.75,10.8,125.14,-0.82925,2.06,2.84%,2.74,0.44%,76.64%,1.83,24.89%,57.89%,15.37%,22.42,245.84M,4.3M,247.21M,2.28,2.00%,1.74%,"1901 Chouteau Avenue,St. Louis, MO 63103,United States",9323,1962,"Mr. Warner L. Baxter CPA, CPA",3.67,"Chairman, Pres & CEO",1970,Mr. Michael L. Moehn,1.35,"Exec. VP, CFO, Chairman of Ameren Missouri & Pres of Ameren Services",1967,Mr. Martin J. Lyons Jr.,1.67,Chairman & Pres of Ameren Missouri,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 7; Compensation: 4.,Utilities—Regulated Electric,Utilities,1,7,7,4,15.5,34,6.4,12.2,9/19/1991,1902,"St. Louis, Missouri",Ameren Corp,Utilities,Multi-Utilities,-15.53%
AAL,American Airlines Group Inc. ,,-18.36,,11.94,8.25,30.27,75846087,1.83,10.559,16.99,,44.84B,2.81,7.39,,0.48,,2.59,-4.38,-9.02,-8.89,,-64.40%,-11.67%,,17.34,1.28,-11.05,6.86,11.05,0.67,41.02,,-8.95,,,-5.54,0.93%,45.42%,-6.54,-65.68%,,-51.25%,35.83,615.23M,97.37M,621.48M,1.34,21.03%,15.67%,"1 Skyview Drive,Fort Worth, TX 76155,United States",102700,1962,Mr. William Douglas Parker,0.06371,Chairman & CEO,1964,Mr. Robert D. Isom Jr.,1.7,Pres,1965,Mr. Derek J. Kerr,1.23,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 4.,Airlines,Industrials,1,6,7,4,11.7,30,5.6,12.6,3/23/2015,1934,"Fort Worth, Texas",American Airlines Group,Industrials,Airlines,-39.68%
AEP,"American Electric Power Company, Inc. ",3.75,3.86,20.44,93.78,65.14,104.63,2988712,0.25,39.19,78.95,2.96,72.94B,20.96,17.39,2.64,2.69,1.97,4.89,12.42,5.4,1.92,2.10%,-5.80%,2.45%,9.41%,14.92,3.3,41.03,0.6187,1.25,0.48,33.39,161.82,-2.78,2.96,3.75%,6.5,0.01%,76.78%,3.84,20.02%,72.54%,12.85%,30.14,495.87M,6.54M,496.39M,2.04,1.32%,1.32%,"1 Riverside Plaza,Columbus, OH 43215-2373,United States",17408,1960,Mr. Nicholas K. Akins,5.19,"Chairman, Pres & CEO",1966,Ms. Lisa M. Barton,1.48,Exec. VP & COO,1970,Mr. David M. Feinberg,1.62,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 8; Compensation: 3.,Utilities—Regulated Electric,Utilities,1,5,8,3,19.3,34,5.3,9.8,3/4/1957,1906,"Columbus, Ohio",American Electric Power,Utilities,Electric Utilities,-24.65%
AXP,American Express Company ,1.34,3.77,34.03,130.32,67,138.04,3942006,1.28,103.315,128.31,1.72,,33.6,19.8,0.82,3.81,4.43,,,,3.04,-15.10%,-8.50%,1.61%,13.61%,31.36,1.52,28.57,33,40.99,1.62,45,195.65,,1.72,1.34%,22.09,0.10%,86.88%,,13.70%,45.62%,10.00%,38.95,652.31M,8.45M,805.2M,1.98,1.29%,1.05%,"200 Vesey Street,New York, NY 10285,United States",,1960,Mr. Stephen Joseph Squeri,10.95,Chairman & CEO,1961,Mr. Jeffrey C. Campbell,8.44,Chief Financial Officer,1962,Ms. Laureen E. Seeger,4.75,Chief Legal Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 1.,Credit Services,Financial Services,1,6,5,1,0.1,20,9.8,9.9,6/30/1976,1850,"New York, New York",American Express Co,Financials,Consumer Finance,-4.41%
AIG,"American International Group, Inc. ",3.02,-5.72,,41.6,16.07,50.66,4763504,1.36,35.839,41.6,1.28,71.44B,6.04,9.61,0.47,0.79,0.56,1.54,,9.06,-5.04,-56.10%,-22.10%,0.53%,-7.57%,45.65,2.64,73.86,23.63,27.42,0.75,38.24,59.18,8.17,1.28,3.02%,15.38,0.05%,92.27%,2.09,10.22%,,-10.87%,52.37,860.43M,10.32M,861.53M,2.11,1.20%,1.20%,"175 Water Street,New York, NY 10038,United States",46000,1947,Mr. Brian Charles Duperreault,7.78,CEO & Director,1967,Mr. Peter Salvatore Zaffino,9.83,"Pres, Global COO & Director",1957,Mr. Mark Donald Lyons,3.98,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 6; Compensation: 5.,Insurance—Diversified,Financial Services,1,1,6,5,2,31,15.2,13.6,3/31/1980,1919,"New York, New York",American International Group,Financials,Property & Casualty Insurance,-15.53%
AWK,"American Water Works Company, Inc. ",1.33,3.65,45.16,165,92,172.56,864912,0.22,29.879,164.83,2.2,40.13B,45.21,38.76,4.54,7.95,4.59,10.68,21.63,1.9,0.662,10.00%,6.50%,3.47%,10.42%,3.76,1.78,35.92,0.578,3.19,0.87,10.79,165.68,-1.21,2.2,1.33%,2.07,0.25%,87.05%,1.43,34.42%,57.53%,17.62%,20.75,180.76M,1.52M,181.27M,1.67,0.96%,0.84%,"1 Water Street,Camden, NJ 08102-1658,United States",6800,1963,Mr. Walter J. Lynch,1.25,"Pres, CEO & Director",1963,Ms. M. Susan Hardwick,0.85781,Exec. VP & CFO,1959,"Mr. Michael A. Sgro J.D., Esq.",0.91124,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 5.,Utilities—Regulated Water,Utilities,1,1,3,5,13.4,29,5.7,10,3/4/2016,1886,"Camden, New Jersey",American Water Works Company Inc,Utilities,Water Utilities,16.11%
AMP,"Ameriprise Financial, Inc. ",1.94,12.2,17.6,231.3,80.01,217.74,653624,1.69,25.077,214.7,4.16,20.38B,13.89,10.38,2,2.13,3.81,1.72,,2.9,1.53,-61.80%,2.70%,1.06%,26.46%,11.96,2.55,50.23,6.85,58.6,7.84,4.94,84.27,,4.16,1.94%,5.82,0.20%,87.14%,,22.55%,28.21%,12.83%,96.59,116.35M,2.22M,116.8M,3.49,2.15%,1.90%,"55 Ameriprise Financial Center,Minneapolis, MN 55474,United States",,1959,Mr. James M. Cracchiolo,7.41,Chairman & CEO,1943,Mr. Walter S. Berman,3.49,Exec. VP & CFO,1958,Mr. Colin  Moore AIIMR,2.3,Exec. VP & Global Chief Investment Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 4; Compensation: 7.,Asset Management,Financial Services,1,8,4,7,2.3,26,12.8,10.7,10/3/2005,1894,"Minneapolis, Minnesota",Ameriprise Financial,Financials,Asset Management & Custody Banks,23.01%
ABC,AmerisourceBergen Corporation ,1.68,-15.76,,126.07,72.06,112.88,1182977,0.49,21.398,104.53,1.76,20.21B,13.93,12.47,5.94,0.11,5.58,0.1,-4.55,2.65,-3.22,99.80%,9.70%,3.28%,-250.82%,194.55,1.74,-3.41,4.89,23.89,0.99,4.59,,1.93,1.76,1.68%,5.19,28.05%,67.12%,2.97,1.16%,,-1.66%,951.55,147.3M,2.73M,204.71M,1.95,1.86%,1.34%,"1300 Morris Drive,Chesterbrook, PA 19087-5594,United States",22000,1961,Mr. Steven H. Collis,4.55,"Chairman, Pres & CEO",1963,Mr. James F. Cleary Jr.,1.78,Exec. VP & CFO,1957,Ms. Gina K. Clark,1.46,Exec. VP and Chief Communications & Admin. Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 5; Compensation: 6.,Medical Distribution,Healthcare,1,5,5,6,1.2,13,6.1,5.5,8/30/2001,1985,"Chesterbrook, Pennsylvania",AmerisourceBergen Corp,Health Care,Health Care Distributors,11.53%
AME,"AMETEK, Inc. ",0.59,3.77,32.27,134.46,54.82,125.81,950991,1.33,27.987,121.65,0.72,29.19B,32.27,28.33,2.71,6.19,4.7,6.43,24.98,1.28,0.87244,0.10%,-8.10%,6.36%,15.77%,4.54,0.65,25.87,1.21,5.27,2.34,2.41,40.57,,0.72,0.59%,1.54,0.44%,88.44%,,22.64%,19.10%,19.22%,19.79,228.95M,1.87M,230.06M,2.09,0.91%,0.81%,"1100 Cassatt Road,Berwyn, PA 19312-1177,United States",,1965,Mr. David A. Zapico,3.84,Chairman & CEO,1962,Mr. William Joseph Burke,1.34,Exec. VP & CFO,1965,Mr. John Wesley Hardin Jr.,1.1,Pres of Electronic Instruments,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 9; Compensation: 2.,Specialty Industrial Machinery,Industrials,1,7,9,2,8.3,26,7.7,9.9,9/23/2013,1930,"Berwyn, Pennsylvania",AMETEK Inc.,Industrials,Electrical Components & Equipment,21.18%
AMGN,Amgen Inc. ,2.95,12.31,19.09,254.2,177.05,276.69,2523375,0.73,135.751,235.04,7.04,160.07B,19.37,14.08,1.61,5.53,14.64,6.3,12.32,12.77,7.26,-5.20%,7.10%,9.51%,76.14%,25.42,2.62,16.27,10.65,18.43,1.81,33.44,355.46,9.04,7.04,3.00%,19.27,0.19%,77.99%,10.5,36.69%,51.99%,28.57%,43.39,576.53M,7.56M,577.57M,2.97,1.31%,1.31%,"One Amgen Center Drive,Thousand Oaks, CA 91320-1799,United States",24300,1963,Mr. Robert A. Bradway,5.61,"Chairman, CEO & Pres",1961,Mr. Jonathan P. Graham,2.44,"Exec. VP, Gen. Counsel & Sec.",1963,Dr. David M. Reese M.D.,2.54,Exec. VP of R&D,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 1; Compensation: 1.,Drug Manufacturers—General,Healthcare,1,9,1,1,0,20,6.8,13.6,1/2/1992,1980,"Thousand Oaks, California",Amgen Inc.,Health Care,Biotechnology,7.00%
APH,Amphenol Corporation ,,3.91,33.91,141.86,63.05,137.18,1267588,1.28,39.721,132.59,,41.41B,33.59,29.15,2.59,4.7,7.3,4.82,21.24,1.95,1.2,12.00%,12.80%,8.87%,24.15%,8.6,0.91,17.99,1.74,5.8,2.38,4.1,75.12,0.93711,,,2.66,1.48%,95.65%,1.59,19.11%,26.60%,13.99%,28.85,297.97M,2.15M,299.58M,1.69,0.96%,0.72%,"358 Hall Avenue,PO Box 5030,Wallingford, CT 06492,United States",80000,1970,Mr. Richard Adam Norwitt,1.52,"Pres, CEO & Director",1970,Mr. Craig A. Lampo,0.63129,Sr. VP & CFO,1959,Mr. Luc  Walter,1.51,Sr. VP and Group GM of Military & Aerospace Operations,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 7.,Electronic Components,Technology,1,6,5,7,10,24,7.7,6,9/30/2008,1932,"Wallingford, Connecticut",Amphenol Corp,Information Technology,Electronic Components,34.04%
ADI,"Analog Devices, Inc. ",1.56,3.28,48.41,164.02,79.08,162.98,2546280,1.32,58.661,158.8,2.48,59.04B,45.35,25.58,2.26,9.88,4.58,10.54,25.49,2.38,1.22,39.20%,5.80%,4.58%,10.30%,5.6,2.12,32.47,1.06,2.86,1.84,5.69,47.41,1.57,2.48,1.56%,3.69,0.32%,94.55%,2.01,28.01%,73.17%,21.79%,15.2,368.18M,29.83M,369.56M,10.96,8.10%,8.07%,"One Technology Way,PO Box 9106,Norwood, MA 02062,United States",15900,1934,Dr. Raymond S. Stata Ph.D.,0.26532,Founder & Chairman,1960,Mr. Vincent T. Roche,2.37,"Pres, CEO & Director",1970,Mr. Prashanth  Mahendra-Rajah,1.08,Sr. VP of Fin. & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 8; Compensation: 8.,Semiconductors,Technology,1,7,8,8,11,26,7.2,7.5,10/12/1999,1965,"Norwood, Massachusetts","Analog Devices, Inc.",Information Technology,Semiconductors,35.60%
ANSS,"ANSYS, Inc. ",,4.4,90.05,350.73,200.07,396.62,397609,1.23,34.021,396.13,,32.27B,86.05,52.63,4.79,21.42,9.08,20.9,60.71,0.50694,0.38411,-15.50%,6.70%,6.32%,11.79%,1.54,,41.81,0.84521,9.84,2.6,0.54587,15.21,0.38004,,,1.37,0.96%,94.89%,0.51299,27.62%,0.00%,24.88%,18.03,85.16M,979.15k,85.88M,2.12,1.28%,1.14%,"2600 ANSYS Drive,Canonsburg, PA 15317,United States",4500,1962,Dr. Ajei S. Gopal,2.04,"Pres, CEO & Director",1965,Ms. Maria T. Shields,0.78752,CFO and Sr. VP of Fin. & Admin.,1963,Mr. Richard S. Mahoney,0.88933,Sr. VP of Worldwide Sales & Customer Excellence,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 2; Compensation: 5.,Software—Application,Technology,1,3,2,5,1.1,15,4.8,9,6/19/2017,1969,"Canonsburg, Pennsylvania","ANSYS, Inc.",Information Technology,Application Software,38.74%
ANTM,"Anthem, Inc. ",1.54,17.98,16.29,366.95,171.03,340.98,1262037,1.01,72.83,292.84,4.52,88.45B,16.58,12.03,1.06,0.62,2.23,0.73,,8.21,4.57,-41.00%,16.10%,5.38%,14.08%,121.87,1.36,132.21,30.73,122.39,1.55,20.04,60.35,6.37,4.52,1.54%,33.82,0.17%,93.98%,10.69,5.79%,21.13%,3.75%,479.23,250.79M,3.21M,248.7M,2.63,1.29%,1.29%,"220 Virginia Avenue,Indianapolis, IN 46204,United States",,1961,Ms. Gail Koziara Boudreaux,4.32,"Pres, CEO & Director",1960,Mr. John Edward Gallina,1.84,Exec. VP & CFO,1953,Ms. Gloria Marie McCarthy,1.86,Exec. VP and Chief Admin. Officer,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 6; Compensation: 1.,Healthcare Plans,Healthcare,1,1,6,1,0,12,5.3,7,7/25/2002,2014 (1946),"Indianapolis, Indiana",Anthem,Health Care,Managed Health Care,-3.89%
AON,Aon Plc ,0.81,8.45,27.12,240.85,143.93,238.19,1573998,0.84,53.12,229.31,1.84,59.02B,26.7,20.75,1.71,4.75,14.76,5.33,18.37,3.21,1.97,40.10%,2.80%,5.68%,57.37%,11.07,1,15.25,1.19,5.2,1.07,8.63,240.75,2.62,1.84,0.81%,5.17,1.00%,108.34%,2.78,25.25%,21.07%,17.79%,47.72,226.78M,23.57M,228.62M,16.2,10.42%,10.31%,"The Leadenhall Building,The Aon Centre 122 Leadenhall Street,London EC3V 4AN,United Kingdom",50000,1963,Mr. Gregory Clarence Case,2.3,CEO & Exec. Director,1965,Mr. Eric  Andersen,1.02,Pres,1972,Ms. Christa  Davies,2.71,Exec. VP of Global Fin. & CFO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 6.,Insurance Brokers,Financial Services,1,8,8,6,,,,,4/23/1996,1982 (1919),London,Aon plc,Financials,Insurance Brokers,-3.07%
AOS,A. O. Smith Corporation ,1.7,2.12,28.82,61.22,33.81,61.96,1136719,1.04,9.864,61.09,1.04,9.15B,28.3,24.81,2.48,3.37,5.24,3.16,17.22,0.5279,0.3449,31.40%,11.10%,9.00%,19.62%,2.9,1.41,11.35,0.6896,4.23,1.83,0.1476,7.99,0.46368,1.04,1.70%,1.11,0.93%,96.53%,0.5621,15.47%,46.23%,11.91%,17.81,133.7M,4.96M,135.43M,3.67,4.20%,3.07%,"11270 West Park Place,Suite 170 PO Box 245008,Milwaukee, WI 53224-9508,United States",,1960,Mr. Kevin J. Wheeler,1.93,"Chairman, Pres, & CEO",1963,Mr. Charles T. Lauber,0.8287,Exec. VP & CFO,1963,Mr. James F. Stern,1.09,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 5.,Specialty Industrial Machinery,Industrials,1,10,10,5,9.5,33,8.1,14.9,7/26/2017,1916,"Milwaukee, Wisconsin",A.O. Smith Corp,Industrials,Building Products,37.27%
APA,Apache Corporation ,,-20.78,,19.61,3.8,29.21,9742495,4.99,6.41,16.98,,15.53B,,19.27,,1.39,,3.26,-2.86,2.61,-7.85,,-24.80%,-6.79%,-189.80%,4.67,3.24,-4.35,0.162,0.43,1.24,9.04,"6,369.01",1.03,,,4.63,0.27%,85.69%,1.67,-39.83%,,-167.83%,12.38,354.52M,17.87M,377.48M,1.94,6.44%,4.73%,"One Post Oak Central,Suite 100 2000 Post Oak Boulevard,Houston, TX 77056,United States",3163,1967,Mr. John J. Christmann IV,3.31,"CEO, Pres & Director",1961,Mr. Stephen J. Riney,1.75,Exec. VP & CFO,1954,Mr. P. Anthony Lannie,1.38,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 6; Compensation: 9.,Oil & Gas E&P,Energy,1,3,6,9,22,39,8,8.9,7/28/1997,1954,"Houston, Texas",Apache Corporation,Energy,Oil & Gas Exploration & Production,-37.82%
AAPL,Apple Inc. ,0.61,3.69,36.65,151.75,53.15,145.09,103176690,1.27,2269,135.13,0.82,2.31T,36.49,31.65,3,7.99,34.32,7.85,26.12,85.16,63.93,29.30%,21.40%,13.36%,82.09%,294.14,1.44,3.94,76.83,4.58,1.16,112.04,169.19,66.89,0.82,0.61%,104.96,0.07%,59.66%,88.92,25.25%,21.77%,21.74%,17.13,16.77B,91.86M,16.79B,0.79,0.55%,0.55%,"One Apple Park Way,Cupertino, CA 95014,United States",147000,1961,Mr. Timothy D. Cook,14.77,CEO & Director,1964,Mr. Luca  Maestri,4.6,CFO & Sr. VP,1964,Mr. Jeffrey E. Williams,4.59,Chief Operating Officer,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 1; Compensation: 3.,Consumer Electronics,Technology,1,1,1,3,0.1,17,8.9,7.6,11/30/1982,1977,"Cupertino, California",Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",69.74%
AMAT,"Applied Materials, Inc. ",0.83,3.92,28.83,110.48,36.64,114.3,7079085,1.47,103.696,113,0.88,92.39B,25.69,20.45,2.29,5.4,8.74,5.37,19.32,4.84,3.62,62.00%,24.90%,13.50%,38.52%,17.2,1.36,11.57,5.74,6.28,3,5.71,53.95,2.41,0.88,0.78%,7.71,0.41%,83.07%,3.8,25.97%,21.94%,21.04%,18.78,909.98M,10.08M,917.66M,1.28,1.10%,1.10%,"3050 Bowers Avenue,PO Box 58039,Santa Clara, CA 95052-3299,United States",24000,1957,Mr. Gary E. Dickerson,3,"Pres, CEO & Exec. Director",1966,Mr. Daniel J. Durn,1.61,Sr. VP & CFO,1965,Ms. Teri A. Little,2.7,"Sr. VP, Chief Legal Officer & Corp. Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 1; Compensation: 2.,Semiconductor Equipment & Materials,Technology,1,2,1,2,5.3,15,5.5,3.9,3/16/1995,1967,"Santa Clara, California",Applied Materials Inc.,Information Technology,Semiconductor Equipment,79.10%
