address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"Pier 1,Bay 1,San Francisco, CA 94111,United States",,1957,Mr. Hamid R. Moghadam,1.88M,Chairman & CEO,1967,Mr. Thomas S. Olinger,3.21M,Chief Financial Officer,1966,Mr. Gary E. Anderson,3.38M,Chief Operating Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 8; Compensation: 9.,REIT—Industrial,"Prologis, Inc. (PLD)",Real Estate
"751 Broad Street,Newark, NJ 07102,United States",,1958,Mr. Charles Frederick Lowrey Jr.,7.36M,"Chairman, CEO & Pres",1960,Mr. Robert Michael Falzon CFA,5.86M,Vice Chair,1966,Mr. Kenneth Yutaka Tanji,2.29M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 1; Compensation: 3.,Insurance—Life,"Prudential Financial, Inc. (PRU)",Financial Services
"80 Park Plaza,Newark, NJ 07102,United States","13,000",1958,Dr. Ralph  Izzo Ph.D.,3.49M,"Chairman, Pres & CEO",1964,Mr. Daniel J. Cregg,1.29M,Exec. VP & CFO,1963,Mr. Ralph A. LaRossa,1.37M,Chief Operating Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 5; Compensation: 5.,Utilities—Diversified,Public Service Enterprise Group Incorporated (PEG),Utilities
"701 Western Avenue,Glendale, CA 91201,United States","5,900",1960,Mr. Joseph D. Russell Jr.,1.42M,"CEO, Pres & Trustee",1983,Mr. H. Thomas Boyle III,1.11M,CFO & Sr. VP,1979,Ms. Natalia N. Johnson,811.2k,Sr. VP & Chief Admin. Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 8; Compensation: 7.,REIT—Industrial,Public Storage (PSA),Real Estate
"3350 Peachtree Road NE,Suite 150,Atlanta, GA 30326,United States","5,249",1975,Mr. Ryan R. Marshall,4.22M,"Pres, CEO & Director",1966,Mr. Robert T. O'Shaughnessy,2.32M,Exec. VP & CFO,1962,Mr. John James Chadwick,1.68M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 2.,Residential Construction,"PulteGroup, Inc. (PHM)",Consumer Cyclical
"200 Madison Avenue,New York, NY 10016,United States","21,500",1975,Mr. Stefan  Larsson,2.36M,"Pres, CEO & Director",1963,Mr. Michael A. Shaffer,1.65M,Exec. VP and Chief Operating & Financial Officer,1965,Ms. Cheryl  Abel-Hodges,2.71M,Chief Exec. Officer of Calvin Klein,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 2; Compensation: 1.,Apparel Manufacturing,PVH Corp. (PVH),Consumer Cyclical
"7628 Thorndike Road,Greensboro, NC 27409-9421,United States","7,900",1961,Mr. Robert A. Bruggeworth,1.39M,"Pres, CEO & Director",1968,Mr. Mark J. Murphy,723.25k,Chief Financial Officer,1958,Mr. Paul J. Fego,640k,Corp. VP of Global Operations,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 4; Compensation: 8.,Semiconductors,"Qorvo, Inc. (QRVO)",Technology
"2800 Post Oak Boulevard,Suite 2600,Houston, TX 77056,United States","40,300",1970,Mr. Earl C. Austin Jr.,3.08M,"Pres, CEO, COO & Director",1971,Mr. Derrick A. Jensen CPA,1.66M,Chief Financial Officer,1967,Mr. Donald C. Wayne,1.25M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 6; Compensation: 5.,Engineering & Construction,"Quanta Services, Inc. (PWR)",Industrials
"500 Plaza Drive,Secaucus, NJ 07094,United States","50,000",1957,Mr. Stephen H. Rusckowski,2.73M,"Chairman, Pres & CEO",1962,Mr. Mark J. Guinan,,Exec. VP & CFO,1963,Mr. James E. Davis,1.03M,Exec. VP of Gen. Diagnostics,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 4; Compensation: 3.,Diagnostics & Research,Quest Diagnostics Incorporated (DGX),Healthcare
"5775 Morehouse Drive,San Diego, CA 92121-1714,United States","41,000",1969,Mr. Steven M. Mollenkopf,7.93M,CEO & Director,1970,Mr. Cristiano Renno Amon,4.61M,Pres,1976,Mr. Akash  Palkhiwala,2.88M,Exec. VP & CFO,The pillar scores are Audit: 5; Board: 8; Shareholder Rights: 4; Compensation: 10.,Semiconductors,QUALCOMM Incorporated (QCOM),Technology
"650 Madison Avenue,New York, NY 10022,United States","13,700",1940,Mr. Ralph  Lauren,2.04M,Exec. Chairman & Chief Creative Officer,1965,Mr. Patrice Jean Louis Louvet,5.08M,"Pres, CEO & Director",1972,Mr. David  Lauren,1.51M,"Vice Chairman, Chief Innovation Officer & Strategic Advisor to the CEO",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 10; Compensation: 4.,Apparel Manufacturing,Ralph Lauren Corporation (RL),Consumer Cyclical
"880 Carillon Parkway,St. Petersburg, FL 33716,United States","14,800",1955,Mr. Paul Christopher Reilly,5.47M,Chairman & CEO,1957,Mr. John Congleton Carson Jr.,2.85M,Pres,1985,Mr. Paul M. Shoukry,1.72M,"CFO, Sr. VP of Fin. & Investor Relations and Treasurer",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 8; Compensation: 7.,Capital Markets,"Raymond James Financial, Inc. (RJF)",Financial Services
"870 Winter Street,Waltham, MA 02451,United States",,1961,Mr. Gregory J. Hayes,6.11M,"Pres, CEO & Director",1960,Mr. Robert K. Ortberg,3.77M,Director & Special Advisor to the Office of the CEO,1959,Mr. Robert J. McDonough,1.69M,Special Advisor to the Pres & CEO of Carrier,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 1.,Aerospace & Defense,Raytheon Technologies Corporation (RTX),Industrials
"11995 El Camino Real,San Diego, CA 92130,United States",194,1970,Mr. Sumit  Roy,3.88M,"Pres, CEO & Director",1962,Ms. Christie B. Kelly,2.85k,"Exec. VP, CFO & Treasurer",1967,Mr. Mark E. Hagan,1.15M,Exec. VP & Chief Investment Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 6; Compensation: 2.,REIT—Retail,Realty Income Corporation (O),Real Estate
"One Independent Drive,Suite 114,Jacksonville, FL 32202,United States",450,1953,Mr. Martin E. Stein Jr.,2.12M,Exec. Chairman,1968,Ms. Lisa  Palmer,1.2M,"Pres, CEO & Director",1976,Mr. Michael J. Mas,677.14k,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 1; Compensation: 1.,REIT—Retail,Regency Centers Corporation (REG),Real Estate
"777 Old Saw Mill River Road,Tarrytown, NY 10591-6707,United States","9,123",1953,Dr. Leonard S. Schleifer,4.77M,"Co-Founder, Pres, CEO & Exec. Director",1960,Dr. George D. Yancopoulos,3.98M,"Co-Founder, Pres & Chief Scientific Officer & Director",1964,Mr. Robert E. Landry Jr.,1.56M,Exec. VP of Fin. & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 10.,Biotechnology,"Regeneron Pharmaceuticals, Inc. (REGN)",Healthcare
"1900 Fifth Avenue North,Birmingham, AL 35203,United States","19,406",1962,Mr. John M. Turner Jr.,3.46M,"Pres, CEO & Director",1964,Mr. David Jackson Turner Jr.,2.1M,Sr. EVP & CFO,1961,Mr. John B. Owen,2.21M,COO & Sr. EVP,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 7; Compensation: 2.,Banks—Regional,Regions Financial Corporation (RF),Financial Services
"18500 North Allied Way,Phoenix, AZ 85054-6164,United States","36,000",1962,Mr. Donald W. Slager,3.96M,CEO & Director,1975,Mr. Jon Vander Ark,2.18M,Pres,1968,Mr. Timothy E. Stuart,1.41M,Exec. VP & COO,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 2; Compensation: 6.,Waste Management,"Republic Services, Inc. (RSG)",Industrials
"9001 Spectrum Center Boulevard,San Diego, CA 92123,United States","7,770",1942,"Dr. Peter C. Farrell A.M., B.E., Ph.D., BE (Hons), ScD, AM",431.8k,Founder & Non-Exec. Chairman,1972,"Mr. Michael J. Farrell BE, SM, MBA",2.73M,CEO & Director,1960,Mr. Robert A. Douglas,1.99M,Pres & COO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 5; Compensation: 7.,Medical Instruments & Supplies,ResMed Inc. (RMD),Healthcare
"2884 Sand Hill Road,Menlo Park, CA 94025,United States",,1946,Mr. Harold Max Messmer Jr.,3.53M,Exec. Chairman,1957,Mr. M. Keith Waddell,2.81M,"Vice Chairman, Pres & CEO",1966,Mr. Michael C. Buckley,1.34M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 2; Compensation: 5.,Staffing & Employment Services,Robert Half International Inc. (RHI),Industrials
"1201 South Second Street,Milwaukee, WI 53204,United States","23,500",1963,Mr. Blake D. Moret,1.12M,"Chairman, Pres & CEO",1974,Ms. Rebecca W. House,577.67k,"Sr. VP, Chief People & Legal Officer and Sec.",1964,Mr. Frank C. Kulaszewicz,674.51k,Sr. VP of Lifecycle Services,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 10; Compensation: 1.,Specialty Industrial Machinery,"Rockwell Automation, Inc. (ROK)",Industrials
"2170 Piedmont Road, NE,Atlanta, GA 30324,United States",,1945,Mr. Gary W. Rollins,2.13M,Chairman & CEO,1965,Mr. Paul Edward Northen,768.51k,"Sr. VP, CFO & Treasurer",1964,Ms. Elizabeth Brannen Chandler,523.97k,"VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 9; Compensation: 9.,Personal Services,"Rollins, Inc. (ROL)",Consumer Cyclical
"6901 Professional Parkway East,Suite 200,Sarasota, FL 34240,United States",,1972,Mr. Laurence Neil Hunn,3.25M,"Pres, CEO & Director",1976,Mr. Robert C. Crisci,1.57M,Exec. VP & CFO,1969,Mr. John K. Stipancich,1.7M,"Exec. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 7; Compensation: 5.,Specialty Industrial Machinery,"Roper Technologies, Inc. (ROP)",Industrials
"5130 Hacienda Drive,Dublin, CA 94568,United States","92,500",1951,Mr. Michael  Balmuth,3.46M,Chairman & Sr. Advisor,1957,Ms. Barbara  Rentler,4.02M,CEO & Director,1968,Mr. Michael J. Hartshorn,,Group Pres & COO,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 4; Compensation: 3.,Apparel Retail,"Ross Stores, Inc. (ROST)",Consumer Cyclical
"1050 Caribbean Way,Miami, FL 33132-2096,United States","85,300",1948,Mr. Richard D. Fain,5.47M,CEO & Chairman,1976,Mr. Jason T. Liberty,2.71M,Exec. VP & CFO,1953,Mr. Harri U. Kulovaara,2.18M,Exec. VP of Maritime & Newbuilding,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 9; Compensation: 7.,Travel Services,Royal Caribbean Group (RCL),Consumer Cyclical
"55 Water Street,New York, NY 10041,United States","23,000",1958,Mr. Douglas L. Peterson M.B.A.,4.15M,"Pres, CEO & Exec. Director",1964,Mr. John L. Berisford,1.9M,Pres of S&P Global Ratings Inc,1976,Ms. Martina L. Cheung,1.56M,Pres of S&P Global Market Intelligence,The pillar scores are Audit: 5; Board: 3; Shareholder Rights: 5; Compensation: 3.,Financial Data & Stock Exchanges,S&P Global Inc. (SPGI),Financial Services
"Salesforce Tower,3rd Floor 415 Mission Street,San Francisco, CA 94105,United States","54,557",1965,Mr. Marc R. Benioff,5.97M,"Co-Founder, Chairman & CEO",1980,Mr. Bret Steven Taylor,1.94M,Pres & COO,1970,Mr. Srinivas  Tallapragada,1.81M,Pres & Chief Engineering Officer,The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 1; Compensation: 2.,Software—Application,"salesforce.com, inc. (CRM)",Technology
"8051 Congress Avenue,Boca Raton, FL 33487,United States","1,475",1961,Mr. Steven E. Bernstein II,195k,Founder & Independent Chairman,1959,Mr. Jeffrey A. Stoops,2.54M,"Pres, CEO & Director",1972,Mr. Brendan Thomas Cavanagh CPA,1.27M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 7; Compensation: 8.,REIT—Specialty,SBA Communications Corporation (SBAC),Real Estate
"5599 San Felipe,17th Floor,Houston, TX 77056,United States","86,000",1964,Mr. Olivier  Le Peuch,3.62M,CEO & Director,1971,Mr. Khaled  Al Mogharbel,2.53M,Exec. VP of Operations & Geographies,1972,Ms. Hinda  Gharbi M.Sc.,2.13M,Exec. VP of Services & Equipment,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 5; Compensation: 8.,Oil & Gas Equipment & Services,Schlumberger Limited (SLB),Energy
"38/39 Fitzwilliam Square,Dublin 2,Ireland","42,000",1967,Dr. William David Mosley,2.49M,CEO & Director,1970,Mr. Gianluca  Romano,1.22M,Exec. VP of Fin. & CFO,1965,Mr. Jeffrey David Nygaard,1.38M,"Exec. VP and Head of Operations, Products & Technology",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 8; Compensation: 2.,Computer Hardware,Seagate Technology plc (STX),Technology
"2415 Cascade Pointe Boulevard,Charlotte, NC 28208,United States","16,500",1962,Mr. Edward L. Doheny II,1.2M,"CEO, Pres & Director",1963,Ms. Susan K. Edwards,788.81k,VP & Chief HR Officer,1958,Mr. Karl R. Deily,1.4M,Sr. VP & Chief Commercial Officer,The pillar scores are Audit: 5; Board: 3; Shareholder Rights: 2; Compensation: 8.,Packaging & Containers,Sealed Air Corporation (SEE),Consumer Cyclical
"488 8th Avenue,San Diego, CA 92101,United States","18,000",1962,Mr. Jeffrey Walker Martin,4.45M,"Chairman, Pres & CEO",1967,Mr. Trevor Ian Mihalik,1.77M,CFO & Exec. VP,1972,Mr. Peter Ronan Wall,,"Sr. VP, Controller & Chief Accounting Officer",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 3; Compensation: 9.,Utilities—Diversified,Sempra Energy (SRE),Utilities
"2225 Lawson Lane,Santa Clara, CA 95054,United States",,1962,Mr. William R. McDermott,2.78M,"Pres, CEO & Director",1971,Mr. Chirantan Jitendra Desai,1.2M,Chief Product Officer,1970,Ms. Gina M. Mastantuono,,Chief Financial Officer,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 7; Compensation: 10.,Software—Application,"ServiceNow, Inc. (NOW)",Technology
"101 West Prospect Avenue,Cleveland, OH 44115-1075,United States","61,000",1963,Mr. John G. Morikis,4.44M,Chairman & CEO,1969,Mr. David B. Sewell,1.86M,Pres & COO,1969,Mr. Allen J. Mistysyn,1.7M,Sr. VP of Fin. & CFO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 3.,Specialty Chemicals,The Sherwin-Williams Company (SHW),Basic Materials
"225 West Washington Street,Indianapolis, IN 46204,United States",,1962,Mr. David E. Simon,4.12M,"Chairman, CEO & Pres",1979,Mr. Brian J. McDade,977.46k,"Exec. VP, CFO & Treasurer",1956,Mr. John  Rulli,1.4M,Chief Admin. Officer,The pillar scores are Audit: 3; Board: 9; Shareholder Rights: 9; Compensation: 1.,REIT—Retail,"Simon Property Group, Inc. (SPG)",Real Estate
"5260 California Avenue,Irvine, CA 92617,United States","10,000",1967,Mr. Liam K. Griffin,4.37M,"CEO, Pres & Director",1969,Mr. Kris  Sennesael,1.62M,Sr. VP & CFO,1966,Mr. Robert John Terry,1.25M,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 9; Compensation: 9.,Semiconductors,"Skyworks Solutions, Inc. (SWKS)",Technology
"420 Lexington Avenue,New York, NY 10170,United States",,1966,Mr. Marc  Holliday,4.59M,Chairman & CEO,1974,Mr. Andrew W. Mathias,992.09k,Pres & Director,1974,Mr. Matthew J. DiLiberto,2.21M,Chief Financial Officer,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 9.,REIT—Office,SL Green Realty Corp. (SLG),Real Estate
"2801 80th Street,Kenosha, WI 53143,United States",,1947,Mr. Nicholas T. Pinchuk,1.32M,"Chairman, CEO & Pres",1955,Mr. Aldo J. Pagliari,592.15k,Sr. VP of Fin. & CFO,1951,Mr. Anup R. Banerjee,502.12k,Sr. VP of HR & Chief Devel. Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 9; Compensation: 9.,Tools & Accessories,Snap-on Incorporated (SNA),Industrials
"30 Ivan Allen Jr. Boulevard, N.W.,Atlanta, GA 30308,United States","27,943",1957,Mr. Thomas A. Fanning,5.1M,"Chairman, Pres & CEO",1967,Mr. Andrew William Evans,1.98M,Exec. VP & CFO,1956,Mr. William Paul Bowers,2.28M,Chairman & CEO of Georgia Power,The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 1; Compensation: 4.,Utilities—Regulated Electric,The Southern Company (SO),Utilities
"PO Box 36611,Dallas, TX 75235-1611,United States","56,500",1955,Mr. Gary C. Kelly,,Chairman & CEO,1961,Mr. Thomas M. Nealon,1.35M,Pres,1962,Ms. Tammy  Romo,,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 1; Compensation: 7.,Airlines,Southwest Airlines Co. (LUV),Industrials
"1000 Stanley Drive,New Britain, CT 06053,United States","53,000",1958,Mr. James M. Loree,1.65M,"Pres, CEO & Director",1964,Mr. Donald  Allan Jr.,885.15k,Exec. VP & CFO,1970,Ms. Janet M. Link,661.26k,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 9; Compensation: 3.,Tools & Accessories,"Stanley Black & Decker, Inc. (SWK)",Industrials
"2401 Utah Avenue South,Seattle, WA 98134,United States","349,000",1961,Mr. Kevin R. Johnson,3.5M,"CEO, Pres & Director",1962,Ms. Rosalind Gates Brewer,2.41M,"COO, Group Pres of Americas & Director",1960,Mr. John W. Culver,1.66M,"Group Pres of International, Channel Devel. and Global Coffee, Tea & Cocoa",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 7.,Restaurants,Starbucks Corporation (SBUX),Consumer Cyclical
"State Street Financial Center,One Lincoln Street,Boston, MA 02111,United States","39,439",1957,Mr. Ronald Philip O'Hanley,3.77M,"Chairman, Pres & CEO",1964,Mr. Eric Walter Aboaf,2.79M,Exec. VP & CFO,1970,Mr. Andrew J. Erickson,3.88M,Chief Productivity Officer & CEO of International Bus.,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 1; Compensation: 8.,Asset Management,State Street Corporation (STT),Financial Services
"70 Sir John Rogersonâs Quay,Dublin 2,Dublin D02 R296,Ireland","13,000",1954,Mr. Walter M. Rosebrough Jr.,2.49M,"CEO, Pres & Director",1969,Mr. Michael J. Tokich,1.08M,Sr. VP & CFO,1973,Mr. Daniel A. Carestio,1.09M,"Sr. VP, COO & Director",The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 7.,Medical Instruments & Supplies,STERIS plc (STE),Healthcare
"2825 Airview Boulevard,Kalamazoo, MI 49002,United States",,1965,Mr. Kevin A. Lobo,4.37M,Chairman & CEO,1965,Mr. Timothy J. Scannell,2.06M,Pres & COO,1962,Mr. Glenn S. Boehnlein,1.65M,VP & CFO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 3.,Medical Devices,Stryker Corporation (SYK),Healthcare
"3003 Tasman Drive,Santa Clara, CA 95054-1191,United States","4,461",1968,Mr. Gregory W. Becker,2.34M,"Pres, CEO & Director",1974,Mr. Daniel J. Beck,1.18M,Chief Financial Officer,1967,Mr. Philip C. Cox,1.62M,Chief Operations Officer,The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 2; Compensation: 3.,Banks—Regional,SVB Financial Group (SIVB),Financial Services
"777 Long Ridge Road,Stamford, CT 06902,United States",,1959,Ms. Margaret M. Keane,4.17M,CEO & Director,1976,Mr. Brian D. Doubles,2.22M,Pres,1969,Mr. Brian J. Wenzel Sr.,1.31M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 4; Compensation: 7.,Credit Services,Synchrony Financial (SYF),Financial Services
"690 East Middlefield Road,Mountain View, CA 94043,United States","15,036",1954,Dr. Aart J. de Geus,1.84M,"Co-Founder, Chairman & Co-CEO",1949,Dr. Chi-Foon  Chan,1.84M,"Co-CEO, Pres & Director",1969,Mr. Trac  Pham,869.65k,Chief Financial Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 6.,Software—Infrastructure,"Synopsys, Inc. (SNPS)",Technology
"1390 Enclave Parkway,Houston, TX 77077-2099,United States","57,000",1973,Mr. Kevin P. Hourican,4.9M,"Pres, CEO & Director",1964,Mr. Greg D. Bertrand,1.04M,Exec. VP of U.S. Foodservice Operations,1971,Mr. Joel T. Grade,987.66k,Exec. VP of Bus. Devel.,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 6; Compensation: 6.,Food Distribution,Sysco Corporation (SYY),Consumer Defensive
"12920 SE 38th Street,Bellevue, WA 98006-1350,United States",,1970,Mr. G. Michael Sievert,4.84M,"Pres, CEO, COO & Director",1963,Mr. Neville R. Ray,3.65M,Pres of Technology,1977,Mr. Peter  Osvaldik,,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 9; Compensation: 10.,Telecom Services,"T-Mobile US, Inc. (TMUS)",Communication Services
"100 East Pratt Street,Baltimore, MD 21202,United States",,1960,"Mr. William J. Stromberg C.F.A., CFA",8.94M,"Chairman, CEO & Pres",1981,Ms. CÃ©line S. DufÃ©tel,3.98M,"CFO, Treasurer & VP",1971,"Mr. Robert W. Sharps C.F.A., CPA, CFA, CPA",9.14M,"Head of Investments, Group Chief Investment Officer & VP",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 6; Compensation: 6.,Asset Management,"T. Rowe Price Group, Inc. (TROW)",Financial Services
"110 West 44th Street,New York, NY 10036,United States","5,800",1957,Mr. Strauss H. Zelnick,87.76k,Exec. Chairman & CEO,1970,Mr. Karl  Slatoff,22.51k,Pres,1968,Ms. Lainie  Goldstein,2.57M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 4.,Electronic Gaming & Multimedia,"Take-Two Interactive Software, Inc. (TTWO)",Communication Services
"10 Hudson Yards,New York, NY 10001,United States","12,400",1964,Ms. Joanne C. Crevoiserat,1.63M,CEO & Director,1964,Mr. Todd  Kahn,772.66k,"Pres, Chief Admin. Officer and Interim CEO & Brand Pres of Coach",1961,Ms. Andrea Shaw Resnick,628.08k,Interim CFO and Global Head of IR & Corp. Communications,The pillar scores are Audit: 2; Board: 1; Shareholder Rights: 7; Compensation: 9.,Luxury Goods,"Tapestry, Inc. (TPR)",Consumer Cyclical
"1000 Nicollet Mall,Minneapolis, MN 55403,United States","368,000",1959,Mr. Brian C. Cornell,5.32M,Chairman & CEO,1977,Mr. Michael J. Fiddelke,1.11M,Exec. VP & CFO,1966,Mr. John J. Mulligan,3.82M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 1; Compensation: 3.,Discount Stores,Target Corporation (TGT),Consumer Defensive
"MUehlenstrasse 26,Schaffhausen 8200,Switzerland","80,000",1968,Mr. Terrence R. Curtin CPA,1.96M,CEO & Exec. Director,1971,Mr. Heath A. Mitts,950k,Exec. VP & CFO,1966,Mr. John S. Jenkins Jr.,768.75k,Exec. VP &  Gen. Counsel,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 3.,Electronic Components,TE Connectivity Ltd. (TEL),Technology
"One St. Paulâs Churchyard,London EC4M 8AP,United Kingdom","37,000",1964,Mr. Douglas J. Pferdehirt,4.53M,Chairman & CEO,1967,Mr. Justin J. Rounce,1.64M,Exec. VP & Chief Technology Officer,1970,Mr. Alf T. Melin,,Exec. VP & CFO,The pillar scores are Audit: 5; Board: 7; Shareholder Rights: 9; Compensation: 4.,Oil & Gas Equipment & Services,TechnipFMC plc (FTI),Energy
"1049 Camino Dos Rios,Thousand Oaks, CA 91360-2362,United States",,1941,Dr. Robert  Mehrabian,2.53M,Exec. Chairman,1952,Mr. Aldo  Pichelli,1.97M,Pres & CEO,1959,Ms. Susan L. Main,950.39k,Sr. VP & CFO,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 9; Compensation: 5.,Scientific & Technical Instruments,Teledyne Technologies Incorporated (TDY),Technology
"550 East Swedesford Road,Suite 400,Wayne, PA 19087-1603,United States","14,400",1967,Mr. Liam J. Kelly,2.33M,"Chairman, Pres & CEO",1962,Mr. Thomas E. Powell,1.2M,Exec. VP & CFO,1965,Mr. Cameron P. Hicks,557.86k,Corp. VP of HR & Communications,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 9; Compensation: 5.,Medical Instruments & Supplies,Teleflex Incorporated (TFX),Healthcare
"600 Riverpark Drive,North Reading, MA 01864,United States","5,500",1961,Mr. Mark E. Jagiela,2.63M,"Pres, CEO & Director",1969,Mr. Sanjay  Mehta,1.73M,"CFO, VP & Treasurer",1962,Mr. Charles Jeffrey Gray,845.39k,"VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 6; Compensation: 2.,Semiconductor Equipment & Materials,"Teradyne, Inc. (TER)",Technology
"3500 Deer Creek Road,Palo Alto, CA 94304,United States","70,757",1972,Mr. Elon R. Musk,23.76k,"Co-Founder, CEO & Director",1985,Mr. Zachary J. Kirkhorn,276.06k,Chief Financial Officer,1973,Mr. Jerome  Guillen,301.15k,Pres of Automotive Division,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 10.,Auto Manufacturers,"Tesla, Inc. (TSLA)",Consumer Cyclical
"12500 TI Boulevard,Dallas, TX 75243,United States","30,000",1959,Mr. Richard K. Templeton,5.43M,"Chairman, Pres & CEO",1973,Mr. Rafael R. Lizardi,1.86M,"Sr. VP of Fin. & Operations, CFO and Chief Accounting Officer",1969,Mr. Haviv  Ilan,2.06M,Exec. VP & COO,The pillar scores are Audit: 2; Board: 6; Shareholder Rights: 3; Compensation: 7.,Semiconductors,Texas Instruments Incorporated (TXN),Technology
"40 Westminster Street,Providence, RI 02903,United States",,1962,Mr. Scott C. Donnelly,3.07M,"Chairman, Pres & CEO",1960,Mr. Frank Thomas Connor,2.02M,Exec. VP & CFO,1960,Mr. E. Robert Lupone,1.45M,"Exec. VP, Gen. Counsel, Sec. & Chief Compliance Officer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 5; Compensation: 9.,Aerospace & Defense,Textron Inc. (TXT),Industrials
"168 Third Avenue,Waltham, MA 02451,United States","80,000",1968,Mr. Marc N. Casper,6.27M,"Chairman, Pres & CEO",1967,Mr. Stephen  Williamson,1.74M,Sr. VP & CFO,1963,Mr. Mark P. Stevenson,2.78M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 6; Compensation: 6.,Diagnostics & Research,Thermo Fisher Scientific Inc. (TMO),Healthcare
"770 Cochituate Road,Framingham, MA 01701,United States","286,000",1954,Ms. Carol M. Meyrowitz,4.35M,Exec. Chairman,1961,Mr. Ernie L. Herrman,7.25M,"CEO, Pres & Director",1954,Mr. Scott  Goldenberg,2.53M,Sr. EVP & CFO,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 3; Compensation: 9.,Apparel Retail,"The TJX Companies, Inc. (TJX)",Consumer Cyclical
